X 		 Y 		 Z 
13 		 70 		  0.00058252 
13 		 69 		  0.00303381 
13 		 68 		  0.00719916 
13 		 66 		  0.82681590 
13 		 65 		  0.00021631 
13 		 64 		  0.00059675 
13 		 63 		  0.00037620 
13 		 62 		  0.00015511 
13 		 60 		  0.00094741 
13 		 59 		  0.00127069 
13 		 58 		  0.00141970 
13 		 57 		  0.00099204 
13 		 55 		  0.00093738 
13 		 54 		  0.00093619 
13 		 53 		  0.00092922 
13 		 52 		  0.00091522 
13 		 51 		  0.00100198 
13 		 50 		  0.00091701 
13 		 49 		  0.00093571 
13 		 47 		  0.00105572 
13 		 46 		  0.00116344 
13 		 45 		  0.00011121 
13 		 44 		  0.00021396 
13 		 42 		  0.00352873 
13 		 24 		  0.00025864 
14 		 100 		  0.00037633 
14 		 99 		  0.00065781 
14 		 98 		  0.00090532 
14 		 97 		  0.00421255 
14 		 96 		  0.00102989 
14 		 94 		  0.00029630 
14 		 93 		  0.00020165 
14 		 92 		  0.00220191 
14 		 91 		  0.00055343 
14 		 90 		  0.00198091 
14 		 88 		  0.00192335 
14 		 87 		  0.00090350 
14 		 86 		  0.00205003 
14 		 85 		  0.00055915 
14 		 84 		  0.00215581 
14 		 83 		  0.00217245 
14 		 82 		  0.00224586 
14 		 81 		  0.00151204 
14 		 79 		  0.00061609 
14 		 78 		  0.00193193 
14 		 75 		  0.00203998 
14 		 74 		  0.00428330 
14 		 73 		  0.00020050 
14 		 72 		  0.00203442 
14 		 71 		  0.00072758 
14 		 70 		  0.00040670 
14 		 69 		  0.00087198 
14 		 68 		  0.00219836 
14 		 66 		  0.00748552 
14 		 64 		  0.00018997 
14 		 63 		  0.00015778 
14 		 60 		  0.00028045 
14 		 59 		  0.00035160 
14 		 58 		  0.00036898 
14 		 57 		  0.00024721 
14 		 55 		  0.00025331 
14 		 54 		  0.00025762 
14 		 53 		  0.00025329 
14 		 52 		  0.00024758 
14 		 51 		  0.00027727 
14 		 50 		  0.00024815 
14 		 49 		  0.00025314 
14 		 47 		  0.00043692 
14 		 46 		  0.00048159 
14 		 42 		  0.00137816 
15 		 100 		  0.00019542 
15 		 99 		  0.00025122 
15 		 98 		  0.00050947 
15 		 97 		  0.00163267 
15 		 96 		  0.00036975 
15 		 93 		  0.00012074 
15 		 92 		  0.00125918 
15 		 91 		  0.00032057 
15 		 90 		  0.00114092 
15 		 88 		  0.00070348 
15 		 87 		  0.00047956 
15 		 86 		  0.00117581 
15 		 85 		  0.00038987 
15 		 84 		  0.00122272 
15 		 83 		  0.00122923 
15 		 82 		  0.00126854 
15 		 81 		  0.00091033 
15 		 79 		  0.00042483 
15 		 78 		  0.00085528 
15 		 75 		  0.00093933 
15 		 74 		  0.00200482 
15 		 72 		  0.00061403 
15 		 71 		  0.00020348 
15 		 70 		  0.00018895 
15 		 69 		  0.00029164 
15 		 68 		  0.00071816 
15 		 66 		  0.00288223 
15 		 59 		  0.00011153 
15 		 58 		  0.00010998 
15 		 47 		  0.00020077 
15 		 46 		  0.00022128 
15 		 42 		  0.00061266 
16 		 100 		  0.00011452 
16 		 99 		  0.00011346 
16 		 98 		  0.00030608 
16 		 97 		  0.00075294 
16 		 96 		  0.00015974 
16 		 92 		  0.00076479 
16 		 91 		  0.00019358 
16 		 90 		  0.00069246 
16 		 88 		  0.00030417 
16 		 87 		  0.00027985 
16 		 86 		  0.00070670 
16 		 85 		  0.00025843 
16 		 84 		  0.00072988 
16 		 83 		  0.00073273 
16 		 82 		  0.00075564 
16 		 81 		  0.00056248 
16 		 79 		  0.00027660 
16 		 78 		  0.00042091 
16 		 75 		  0.00048485 
16 		 74 		  0.00104470 
16 		 72 		  0.00022559 
16 		 69 		  0.00011860 
16 		 68 		  0.00028405 
16 		 66 		  0.00152499 
16 		 46 		  0.00010957 
16 		 42 		  0.00029125 
17 		 98 		  0.00019323 
17 		 97 		  0.00038376 
17 		 92 		  0.00048594 
17 		 91 		  0.00012062 
17 		 90 		  0.00043806 
17 		 88 		  0.00014279 
17 		 87 		  0.00017411 
17 		 86 		  0.00044217 
17 		 85 		  0.00017116 
17 		 84 		  0.00045427 
17 		 83 		  0.00045560 
17 		 82 		  0.00046971 
17 		 81 		  0.00035832 
17 		 79 		  0.00017950 
17 		 78 		  0.00022015 
17 		 75 		  0.00026943 
17 		 74 		  0.00058250 
17 		 68 		  0.00012453 
17 		 66 		  0.00094944 
17 		 42 		  0.00014201 
18 		 98 		  0.00011700 
18 		 97 		  0.00018565 
18 		 92 		  0.00029652 
18 		 90 		  0.00026620 
18 		 87 		  0.00010309 
18 		 86 		  0.00026529 
18 		 85 		  0.00010899 
18 		 84 		  0.00027153 
18 		 83 		  0.00027209 
18 		 82 		  0.00028033 
18 		 81 		  0.00021902 
18 		 79 		  0.00011067 
18 		 78 		  0.00011170 
18 		 75 		  0.00014419 
18 		 74 		  0.00031418 
18 		 66 		  0.00059126 
19 		 92 		  0.00016455 
19 		 90 		  0.00014806 
19 		 86 		  0.00014541 
19 		 84 		  0.00014860 
19 		 83 		  0.00014878 
19 		 82 		  0.00015312 
19 		 81 		  0.00012277 
19 		 74 		  0.00015742 
19 		 66 		  0.00031258 
20 		 66 		  0.00016950 
