X 		 Y 		 Z 
10 		 9 		  0.00000012 
10 		 8 		  0.00000007 
10 		 7 		  0.00000156 
10 		 6 		  0.00000307 
10 		 5 		  0.00000000 
10 		 4 		  0.00000011 
10 		 3 		  0.00000000 
10 		 2 		  0.00000000 
10 		 1 		  0.00000000 
11 		 15 		  0.00000012 
11 		 14 		  0.00000234 
11 		 13 		  0.00000013 
11 		 12 		  0.00000033 
11 		 11 		  0.00000049 
11 		 10 		  0.00000007 
11 		 9 		  0.00000001 
11 		 8 		  0.00000000 
11 		 7 		  0.00000042 
11 		 6 		  0.00000087 
11 		 5 		  0.00000000 
11 		 4 		  0.00000004 
11 		 3 		  0.00000000 
11 		 2 		  0.00000000 
11 		 1 		  0.00000000 
12 		 15 		  0.00000004 
12 		 14 		  0.00000044 
12 		 13 		  0.00000007 
12 		 12 		  0.00000010 
12 		 11 		  0.00000016 
12 		 10 		  0.00000002 
12 		 9 		  0.00000000 
12 		 8 		  0.00000000 
12 		 7 		  0.00000013 
12 		 6 		  0.00000027 
12 		 5 		  0.00000000 
12 		 4 		  0.00000001 
12 		 3 		  0.00000000 
12 		 2 		  0.00000000 
12 		 1 		  0.00000000 
13 		 15 		  0.00000002 
13 		 14 		  0.00000008 
13 		 13 		  0.00000004 
13 		 12 		  0.00000003 
13 		 11 		  0.00000005 
13 		 10 		  0.00000001 
13 		 9 		  0.00000000 
13 		 8 		  0.00000000 
13 		 7 		  0.00000004 
13 		 6 		  0.00000010 
13 		 5 		  0.00000000 
13 		 4 		  0.00000001 
13 		 3 		  0.00000000 
13 		 2 		  0.00000000 
13 		 1 		  0.00000000 
14 		 15 		  0.00000001 
14 		 14 		  0.00000001 
14 		 13 		  0.00000002 
14 		 12 		  0.00000001 
14 		 11 		  0.00000002 
14 		 10 		  0.00000000 
14 		 9 		  0.00000000 
14 		 8 		  0.00000000 
14 		 7 		  0.00000002 
14 		 6 		  0.00000004 
14 		 5 		  0.00000000 
14 		 4 		  0.00000000 
14 		 3 		  0.00000000 
14 		 2 		  0.00000000 
14 		 1 		  0.00000000 
15 		 15 		  0.00000000 
15 		 14 		  0.00000000 
15 		 13 		  0.00000001 
15 		 12 		  0.00000000 
15 		 11 		  0.00000001 
15 		 10 		  0.00000000 
15 		 9 		  0.00000000 
15 		 8 		  0.00000000 
15 		 7 		  0.00000001 
15 		 6 		  0.00000001 
15 		 5 		  0.00000000 
15 		 4 		  0.00000000 
15 		 3 		  0.00000000 
15 		 2 		  0.00000000 
15 		 1 		  0.00000000 
